
17:43:40 ; 90
17:43:41 ; 39
17:43:42 ; 94
17:43:43 ; 0
17:43:44 ; 1346
17:43:45 ; 4095
17:43:46 ; 4095
17:43:47 ; 4095
17:43:48 ; 4095
17:43:49 ; 4095
17:43:50 ; 4095
17:43:51 ; 4095
17:43:52 ; 4095
17:43:53 ; 4095
17:43:54 ; 4095
17:43:55 ; 4095
17:43:56 ; 4095
17:43:57 ; 4095
17:43:58 ; 4095
17:43:59 ; 4095
17:44:00 ; 4095
17:44:01 ; 4095
17:44:02 ; 4095
17:44:03 ; 4095
17:44:04 ; 4095
17:44:05 ; 4095
17:44:06 ; 4095
17:44:07 ; 4026
17:44:08 ; 3230
17:44:09 ; 3099
17:44:10 ; 3024
17:44:11 ; 3065
17:44:12 ; 2849
17:44:13 ; 2685
17:44:14 ; 3134
17:44:15 ; 2689
17:44:16 ; 2771
17:44:17 ; 2416
17:44:18 ; 2174
17:44:19 ; 1765
17:44:20 ; 1962
17:44:21 ; 2068
17:44:22 ; 1685
17:44:23 ; 2303
17:44:24 ; 2817
17:44:25 ; 1403
17:44:26 ; 0
17:44:27 ; 4095
17:43:43 ; 0
17:43:44 ; 4095
17:43:45 ; 4095
17:43:46 ; 4095
17:43:47 ; 4095
17:43:48 ; 4095
17:43:49 ; 4095
17:43:50 ; 4095
17:43:51 ; 4095
17:43:52 ; 4095
17:43:53 ; 4095
17:43:54 ; 4095
17:43:55 ; 4095
17:43:56 ; 4095
17:43:57 ; 4095
17:43:58 ; 4095
17:43:59 ; 4095
17:44:00 ; 4095
17:44:01 ; 4095
17:44:02 ; 2571
17:44:03 ; 3149
17:44:04 ; 4095
17:44:05 ; 4095
17:44:06 ; 4095
17:44:07 ; 4095
17:44:08 ; 50
17:44:09 ; 2892
17:44:10 ; 3258
17:44:11 ; 3135
17:44:12 ; 3285
17:44:13 ; 1772
17:44:14 ; 3707
17:44:15 ; 2370
17:44:16 ; 256
17:44:17 ; 4043
17:44:18 ; 230
17:44:19 ; 267
17:44:20 ; 208
17:44:21 ; 259
17:44:22 ; 91
17:44:23 ; 67
17:44:24 ; 130
17:44:25 ; 39
17:44:26 ; 215
17:44:27 ; 240
17:44:28 ; 320
17:44:29 ; 223
17:44:30 ; 229
17:44:31 ; 304
17:44:32 ; 244
17:44:33 ; 247
17:44:34 ; 153
17:44:35 ; 307
17:44:36 ; 210
17:44:37 ; 1853
17:44:38 ; 91
17:44:39 ; 155
17:44:40 ; 275
17:44:41 ; 0
17:44:42 ; 265
17:44:43 ; 148
17:44:44 ; 576
17:44:45 ; 83
17:44:46 ; 0
17:44:47 ; 0
17:44:48 ; 0
17:44:49 ; 0
17:44:50 ; 0
17:44:51 ; 0
17:44:52 ; 0
17:44:53 ; 0
17:44:54 ; 0
17:44:55 ; 0
17:44:56 ; 0
17:44:57 ; 0
17:44:58 ; 0
17:44:59 ; 0
17:43:43 ; 0
17:43:43 ; 0
17:43:44 ; 381
17:43:45 ; 807
17:43:46 ; 1263
17:43:47 ; 1559
17:43:48 ; 2099
17:43:49 ; 2096
17:43:50 ; 2599
17:43:51 ; 3041
